[39.917019, 116.552742]	初中美人完全无脑啊我擦，心伤透	Thu Oct 24 11:01:48 +0800 2013
[39.910378, 116.479652]	形成定位明晰、特色鲜明、规模适度、布局合理的中国特色新型智库体系，重点建设一批具有较大影响和国际影响力的高端智库，重视专业化智库建设。@八爪章鱼微博@当代章鱼哥	Tue Mar 31 19:20:30 +0800 2015
[23.16304, 113.254795]	早安！	Thu Oct 24 07:17:29 +0800 2013
[30.732628219, 104.1460225]	很有韵味的自拍	Thu Jan 16 22:55:43 +0800 2014
[23.112424, 113.264449]	能够骗到的人，都是最相信你的人，所以大家不要再骗我啦，哈哈[哈哈][哈哈]	Mon Nov 11 16:17:11 +0800 2013
[23.220071, 113.209847]	莫要让我发自肺腑的对你说一句“逗B”好吗？	Mon Oct 28 23:49:08 +0800 2013
[23.110043, 113.46082]	小店今日更新男鞋	Sun Nov 10 22:32:23 +0800 2013
[30.874582, 121.476159]	人总是在抉择中长大	Mon Dec 02 23:23:33 +0800 2013
[39.839378, 116.397934]	摊上一个好领导和一个好伙伴真的很重要！爱乃们〜我只能说。。让我们狼狈为奸起来吧！[偷笑]@不在南城在北城	Fri Nov 22 19:53:00 +0800 2013
[40.008251, 116.351692]	搬家搬到自己累蒙了九爷你也累了吧？赶紧歇息吧	Mon Mar 10 01:41:25 +0800 2014
[30.669638, 104.146499]	居然失眠了[抓狂][抓狂][抓狂][抓狂][抓狂][抓狂]起来耍手机算了[偷笑][偷笑][偷笑][偷笑][偷笑][偷笑]	Wed Oct 30 00:29:21 +0800 2013
[30.572197490909, 103.96043941818]	回家了！新的一年新的希望！	Wed Jan 01 09:16:35 +0800 2014
[40.03062, 116.34736]	Youarebeautiful~~~[爱你][爱你][爱你][心]	Wed Dec 04 19:10:16 +0800 2013
[40.119148, 116.130966]	如果不是相互喜欢，所有的喜欢最后都是心酸，所有的痴情都是别人的负担。	Wed Mar 25 12:45:46 +0800 2015
[23.047082, 113.274914]	你们有没有看错，这车也叫凌志吗？	Tue Oct 22 23:57:50 +0800 2013
[39.929884, 116.688366]	收拾完家里正好要睡了，晚安。做个好梦。	Mon Nov 18 23:54:39 +0800 2013
[39.92724, 116.20685]	看到方俊和晓米都替她累结局都在那啦没有番外别挣扎了心酸的可笑转身就好	Fri May 09 08:07:47 +0800 2014
[31.202777, 121.652621]	情商低的让人发疯[抓狂]	Thu Feb 27 22:46:32 +0800 2014
[23.083275, 113.296196]	圣诞节快乐！今天去哪里玩呢？	Wed Dec 25 13:50:07 +0800 2013
[39.992443, 116.324631]	骄兵必败低调谦虚才是真理	Wed Oct 16 20:13:50 +0800 2013
[23.170057, 113.338951]	别人说人往高处走	Tue Dec 17 15:33:44 +0800 2013
[23.190342, 113.229666]	这天气冷啊！最怕的就是晚上要冲凉.可偏偏是躲不掉的事情呀！	Wed Feb 19 23:14:46 +0800 2014
[39.926971, 116.36657]	其实就是想你了！[亲亲][亲亲][亲亲]	Tue Oct 29 21:01:43 +0800 2013
[30.903683, 121.40239]	我画蓝江水悠悠，爱晚亭上枫叶愁，寒舍犹待月满空，静闻晚竹萧萧泣.	Wed Nov 06 23:17:54 +0800 2013
[39.99020969878, 116.35534020424]	我没什么特别，在乎我的人就会觉得我跟特别。	Tue Jan 21 20:06:45 +0800 2014
[23.13239, 113.318511]	又回到了这个该死的地方了	Wed Dec 18 22:09:38 +0800 2013
[31.39501953, 121.49156189]	今天在医院的成果！给自己点满赞！[伤心][伤心]	Mon Dec 30 23:45:54 +0800 2013
[30.64543, 104.05844]	原来是我们家乖乖图道的生日呀，巴适的个干。[干杯][干杯][干杯][蛋糕][蛋糕][蛋糕]@图道是个想瘦的胖子	Mon Aug 04 02:57:53 +0800 2014
[40.005299, 116.314903]	这些天脾气好暴躁动不动就发火也不知道是怎么了都不敢说话了	Sun Mar 15 00:39:45 +0800 2015
[40.142174, 116.753365]	D33！还有24天！加油！[爱你]	Wed Dec 04 19:46:36 +0800 2013
[23.191381, 113.450065]	漂亮的泡面，都不舍得吃你~我在这里:#广东省,广州市,萝岗区,黄陂新村东二街#	Fri Feb 28 18:10:06 +0800 2014
[39.867466, 116.443336]	[哼]	Thu Nov 07 15:22:39 +0800 2013
[23.142808, 112.91663]	辣子鸡	Mon Dec 02 23:35:48 +0800 2013
[30.63014, 104.02611]	放假后的精神状态就是不一样。[哈哈][哈哈][鼓掌]@Pinky-Toran@金小鱼要修炼正能量@车路士小17@每每见到你@何星730@慵懒的神仙鱼@小麦同学214	Sun Jan 26 18:31:37 +0800 2014
[31.178596, 121.417715]	下次再也不找交通卡了，我擦	Wed Dec 04 11:20:09 +0800 2013
[31.192338, 121.442751]	我在查餐厅(永新坊店)。冰块也是奶茶做额，so浓郁	Sat Oct 12 19:57:17 +0800 2013
[30.651772, 104.069748]	我在小馋院，卤肉饭，荷叶饭@Du别啥都说Du@随缘3035488113@喏_尐尐尐喏阳	Sat Nov 16 17:32:08 +0800 2013
[22.912449, 113.474709]	珍惜手边的幸福，不要等到失去以后才悔不当初，也许，你的一生也就只有那么一个人，会真正用心在你身上。	Sat Oct 26 20:12:11 +0800 2013
[22.89646, 113.30973]	做了这个决定，最好不要让自己后悔[泪][泪][泪]	Sat Oct 12 00:00:38 +0800 2013
[40.169116973, 116.28135681]	开着小台灯熬夜写作业，耳机里放着今夜好不好，2001年的你们自在地嬉笑打闹，讲着没有边际的笑话烂话废话，我也跟着开心地笑。真切地感受到你们的陪伴，在没有人看得见我的时候。	Sun Oct 27 23:39:05 +0800 2013
[23.233601, 113.337997]	夜愿薰衣草蒸汽眼罩，招代理！微信：399098940	Mon Dec 22 23:57:52 +0800 2014
[22.8311, 113.380615]	很多话想说，该如何说出口！	Mon Jan 27 18:53:28 +0800 2014
[22.826064, 113.518603]	历时两个月的寒假工今天结束了，有点兴奋，因为回家了；也有点难过，因为在这里的一切都要即将过去了，留下的只有一个回忆，或许在某一年这个回忆也慢慢消失了……	Mon Feb 24 23:38:24 +0800 2014
[22.9677503, 113.2944663]	[嘻嘻]大奔	Tue Mar 11 23:00:21 +0800 2014
[22.955563, 113.116382]		Tue Nov 05 22:04:53 +0800 2013
[23.121551, 113.404518]	郁闷，压抑...	Fri Oct 18 20:12:15 +0800 2013
[31.34988, 121.425192]	漂亮小妞的和帅气老爸。	Mon Oct 21 23:29:44 +0800 2013
[39.743975, 116.312445]	有那么一刻，会有点理解为什么那么多人宁愿很辛苦也要留在这里了！理由之一吧，文化的魅力！多元！变千！【又默默滴喜欢一次】	Tue Oct 29 23:58:24 +0800 2013
[31.2652512957, 121.503738076]	我在攀宇健身中心(三河路店)#运动#	Mon Nov 04 21:13:13 +0800 2013
[39.910801, 116.460197]	又来四惠又见1路又见322心情甚好╭(╯ε╰)╮	Sun Feb 16 20:38:43 +0800 2014
[39.970699, 116.30722]	我有一朋友，12年5.1时在从深圳回武汉的高铁上认识的，一面之交，两年来一直有联系是无话不谈朋友却没再见过第二面，这是一种怎样的感情呢？	Sun Mar 02 11:55:19 +0800 2014
[23.11256, 113.031433]	我是变了，怎样！！！	Thu Nov 07 23:35:35 +0800 2013
[40.056775, 116.464853]	我的小X啊你就再撑一个月一个月就哦了行不	Thu Oct 24 21:32:55 +0800 2013
[39.991224, 116.318334]	旭日东升。	Fri Dec 13 07:42:19 +0800 2013
[30.633703, 104.070139]	成都来福士	Sun Mar 02 18:58:25 +0800 2014
[39.94627, 116.347481]	饭卡没钱银行卡没钱，现在守着这一摊东西，整个人再也不会好了[doge][doge][doge][doge][doge][doge]	Sun Mar 29 19:34:48 +0800 2015
[30.623493, 103.91326]	我在双流，)	Fri Jan 24 19:11:01 +0800 2014
[23.040516, 113.139359]	看見你就煩[怒][哼]	Sat Dec 28 18:32:26 +0800 2013
[39.72957, 116.16943]	#深夜抽风#接下来的任务就是把全部精力投入法语和专四…不能再荒废过去了，没有退路了…现在做好该做的，以后才能自由地去做想做的吧…PS为什么中文翻成英文会变短…一直觉得应该是变长才对→_→	Thu Mar 06 01:31:50 +0800 2014
[23.04133, 113.49717]	唔好逼我，我乜都做的出噶[怒骂][怒骂][怒骂][怒骂]	Wed Jan 15 22:07:23 +0800 2014
[30.58974, 104.14315]	第一次接亲爱的Ta下班[爱你][爱你]今天你是最幸福的人吧！[心][心][心]	Sat Dec 14 17:29:32 +0800 2013
[23.120728, 113.269844]	这世上最大的冒险就是爱上一个人因为你永远也不知道自己全身心的投入付出最终会换来什么结果这就像是一场轮盘赌你明知可能会输但又忍不住想投身其中其实你真正需要的并不是输赢而是一个能令你收手的人因为最终征服你的人会令你失去爱其他人的能力。	Wed Jan 08 13:31:32 +0800 2014
[30.649516200589, 104.18817740965]	又是一年，快乐的，灿烂的，光阴	Tue Dec 03 20:32:55 +0800 2013
[31.206514, 121.307068]	晚安	Wed Dec 18 00:00:57 +0800 2013
[23.287001, 113.366997]	逝去的不再回来，你的选择正慢慢改变我俩。回不去了，永远都回不去了。	Fri Feb 21 20:58:35 +0800 2014
[31.119385, 121.372086]	感觉老么劲咯[哼]	Thu Oct 31 12:02:54 +0800 2013
[31.285591, 121.402908]	累的要死哇，淘宝双十一，忙的可不只有你哦	Tue Nov 05 23:26:56 +0800 2013
[30.688343, 104.198883]	冬天是懒惰。不想动不想动不想动@钟海燕llllllll@林琳LILI@黑眼豆豆豆子	Mon Nov 11 21:38:08 +0800 2013
[31.011478, 121.345687]	这就是传说中的爱的印记啊。。。	Wed Nov 27 21:12:26 +0800 2013
[23.240079, 113.067718]	我们这样不是更好吗，默默地陪伴在他身后，何必给他抹黑[爱你][爱你]他不计较我们也不要计较私生的问题好吗	Sat Dec 06 19:51:57 +0800 2014
[39.943639, 116.165116]	保佑平安无事！	Sun Mar 09 21:30:10 +0800 2014
[31.197456, 121.43703]	海底捞，永远的最爱啊	Sun Jan 12 11:49:16 +0800 2014
[40.061153, 116.501449]	宝儿，今天大风，不知道你那怎么样。上午不要怪我唠叨，只是想你。虎一直在找你，还把你窝里的剩骨头叼出来了，没有你，它胆子很小，一直粘着爸爸。妈说昨晚上睁眼闭眼全是你，所以你要好好的，别让她担心。千万别把毛巾被扔了哈！睡吧，我们爱你。	Sat Nov 16 22:46:06 +0800 2013
[31.26099, 121.44539]	#杨幂刘恺威结婚#祝幂幂幸福[爱你]	Wed Jan 08 11:35:48 +0800 2014
[31.211196, 121.510626]	搜狐视频和腾讯视频要合并？	Tue Nov 12 23:31:35 +0800 2013
[39.904381, 116.204025]	少小不努力,老大搔破头.难啊	Tue Dec 10 14:51:30 +0800 2013
[39.937428, 116.316498]	困〜〜萎靡，进门儿就睡[泪流满面]	Mon Oct 21 17:12:44 +0800 2013
[23.03696, 113.183627]	分享图片	Tue Nov 05 08:16:18 +0800 2013
[31.245644, 121.541543]	【满屋飘香的美味玫瑰腐乳粉蒸肉】(分享自微淘陶陶创意家居的广播)	Sat Feb 22 18:38:11 +0800 2014
[40.07685, 116.31978]	一到北京嘴巴都干的起皮，皮肤也干的不行。等我办完事赶紧回家，还是我们那边气候好啊。。。今天没陪你过生日不会怪我吧。生日快乐，亲爱的。回去给你补过。[亲亲][亲亲]@小猫永远的孩子气	Tue Nov 19 18:41:41 +0800 2013
[23.319, 113.372002]	分享图片	Sun Mar 09 23:41:20 +0800 2014
[22.92196, 113.2247]	真讨厌北窖的网速吖[怒骂]！！！！-_-||	Tue Oct 22 23:26:26 +0800 2013
[40.179264, 116.16494]	我会为了你付出一切	Sun Dec 29 23:49:01 +0800 2013
[39.913257, 116.406105]	保持原则坚持原则	Thu Dec 12 10:32:50 +0800 2013
[23.0747, 113.23325]	明天考完最后两科就解放咯	Sun Jan 05 17:22:55 +0800 2014
[39.94203, 116.43263]	上班上班努力赚钱我是有志青年[不好意思]	Fri Feb 21 07:34:43 +0800 2014
[40.048229, 116.43042]	既然一无所有，又有何所畏惧。晚安，愿一切安好。	Sun Oct 27 21:53:13 +0800 2013
[23.322277, 112.916939]	今晚算早@a-Ling铃加到几点吖你？	Fri Nov 22 20:03:51 +0800 2013
[39.7349, 116.289]	休息，休息一下…	Sat Mar 21 16:04:35 +0800 2015
[31.147167, 121.310829]	照片名为「啊啊啊啊」[挖鼻屎]@像肥罗一样踢球	Mon Oct 21 22:59:26 +0800 2013
[31.270975, 121.464714]	打酱油~	Fri Jan 24 20:12:29 +0800 2014
[23.145821, 113.359597]	看尽繁世满浮尘，是非平淡一浮生，如若寒月催人老，便是孤星寄相思，我非出世菩提者，亦有尘心在凡尘，非是十万未来事，尽可珍惜在现时	Sun Jan 19 23:55:00 +0800 2014
[40.063798, 116.271882]	东西太多怎么办，想要揍你怎么办。	Tue Mar 11 20:16:43 +0800 2014
[30.680658, 104.018608]	好饿啊……最近有点儿情绪，唉	Sun Nov 24 23:59:51 +0800 2013
[31.226, 121.526001]	我很清醒亲爱的…没怎么喝…@俞_晓婷[爱你]	Sat Feb 22 00:36:21 +0800 2014
[31.294902, 121.32801]	呼吸停止前没有所谓的不幸	Mon Oct 21 22:53:46 +0800 2013
[23.135995, 113.363132]	电视广告产品都是欺骗老百姓。	Thu Dec 12 01:40:39 +0800 2013
[39.900749, 116.422667]	还有半个多小时啊[泪]	Sun Jan 12 17:40:17 +0800 2014
[39.960399, 116.361923]	越水越焦躁，越焦躁越水。死循环。	Sun May 25 23:27:15 +0800 2014
[39.93885, 116.33233]	忙活好几个小时，到头来也就是换来一串数字，银行就是一个打劫者	Mon Feb 17 10:33:33 +0800 2014
[40.130001, 116.268303]	不到長城非好漢.	Thu Mar 26 15:02:01 +0800 2015
[31.071976, 121.392885]	推荐一下，真的很很好看哦。重感情的妹子们要备好纸巾啊[赞][赞][泪][泪]	Sat Mar 22 22:52:28 +0800 2014
[39.84838, 116.43215]	今天路上捡到一张地铁卡，也就是说我能免费做一次地铁了[嘻嘻][哈哈]#vivo手机让红包飞##北京卫视让红包飞##让红包飞##vivo手机让红包飞##魅族手机让红包飞##OPPO让红包飞##新浪新闻让红包飞#@防务精英之星兵报到#防务精英之星兵报到#	Sat Jan 18 21:27:01 +0800 2014
[30.552431, 104.067734]	哎满足我小小愿望一下吧。	Mon Oct 28 14:58:48 +0800 2013
[40.100426, 116.70118]	也许，我会被自己给逼风了	Sat Jan 18 20:09:19 +0800 2014
[39.907509, 116.242172]	公公70岁生日快乐呀。康健平安[玫瑰][蛋糕]	Wed Jan 01 15:20:45 +0800 2014
[40.09465, 116.759003]	妈妈给我做的早点	Sun Oct 20 08:03:30 +0800 2013
[23.113922, 113.514022]	回校去。	Thu Nov 14 14:53:08 +0800 2013
[23.105723, 113.273303]	@曾沛慈_OHYEAH_PETSPEST❤生日快乐啊，大爱你啊！好好拍戏，现在天气冻了，小心感冒！永远爱你沛慈[爱你][爱你]#曾沛慈1021生日快乐#	Sun Oct 20 22:33:24 +0800 2013
[40.02497359, 116.53692733]	又穿上了棉衣，各种不爽！	Tue Nov 05 23:59:42 +0800 2013
[30.664299, 104.137275]	有没有人这会要出去骑车的啊	Sun Nov 03 11:10:17 +0800 2013
[31.301224, 121.494487]	我在Ing韩国料理(签到1次)：人太多了，不知什么时候能吃到。	Fri Feb 21 20:04:08 +0800 2014
[23.332004, 112.997436]	捉水魚咯。。。	Sun Oct 20 15:00:37 +0800 2013
[40.0445184209, 116.596243894]	我在机场南楼	Sat Oct 12 23:47:37 +0800 2013
[30.643761, 104.082199]	2013圣诞节我在这里，D+Lounge银色圣诞节！气氛太好了！你要来吗？	Wed Dec 25 22:10:06 +0800 2013
[31.1814579422, 121.438380461]	我在上海大舞台。#察言观色#	Sun Oct 27 09:45:55 +0800 2013
[23.09504, 113.248049]	好耶恒大赢左啦[哈哈][哈哈][哈哈][哈哈][好爱哦][好爱哦]	Sat Nov 09 21:52:53 +0800 2013
[31.237329, 121.479202]	[围观]	Tue Nov 19 15:27:32 +0800 2013
[30.69394, 104.08303]	明天妇女节了。。。。	Fri Mar 07 11:41:30 +0800 2014
[39.97554, 116.3231]	#史赛克2014校园宣讲会#又见到超有亲和力的HR姐姐Tracy啦	Mon Nov 04 18:31:35 +0800 2013
[23.212058, 113.236081]	全世界最有艺术	Thu Dec 05 23:57:45 +0800 2013
[30.624700546, 104.06838989]	生活再苦再累也要坚持。	Tue Jan 07 17:28:00 +0800 2014
[30.651609, 104.190903]	为什么要吼我，真的很烦[泪]	Tue Oct 15 22:34:05 +0800 2013
[31.245169, 121.472092]	30年来头一次在外地看病！特有效率。20分钟给我解决了！	Mon Nov 18 14:33:50 +0800 2013
[23.12262, 113.37234]	圣诞节送大家一份礼物。详情见图片~(拓拓前行可以更精彩)	Sat Dec 28 17:41:32 +0800 2013
[23.069173, 113.39315]	这几件事办的，唉，都不知道说什么好了[生病][生病][生病]	Thu Nov 21 13:43:10 +0800 2013
[31.17588, 121.749519]	这一通电话估计够我高兴好几天，祝你一切顺利	Tue Nov 05 22:56:57 +0800 2013
[31.024944, 121.69877]	汉二见我穿着风衣，问我：你每天穿这么多不热啊？我说不热啊，早上兜风都冷呢！然后汉三说：你家亲爱的都不在，跟谁兜风呢？我说他在啊，汉二说：他过来了啊？我说没有啊！汉三又说：你是把电脑抱着兜风吧。我说不啊，我们的心在一块！然后就没有然后了。[爱你]	Tue Nov 05 14:15:11 +0800 2013
[39.91653, 116.25178]	词儿背的有点头疼，但愿明天別笑场，怀挺怀挺，阿门阿门。俩女神赐予我力量吧[可怜][可怜][奥特曼][奥特曼]	Tue Jun 10 23:48:15 +0800 2014
[31.280399, 121.500107]	总会被理解[太阳][太阳][太阳]	Thu Oct 17 09:28:53 +0800 2013
[39.959339, 116.418297]	满天柳絮啊春天的故事	Mon Apr 07 19:13:23 +0800 2014
[40.11911011, 116.67095947]	女汉子！[偷乐][偷乐][偷乐]	Tue Dec 31 16:37:38 +0800 2013
[30.688296, 104.064262]	你在哪	Wed Oct 23 09:46:56 +0800 2013
[23.191999, 113.263]	全国诚招兼职网络销售代理！男女均可！无需成本投资，操作简单！主营：男女服装、饰品、包包、1：1高仿奢！想借闲暇时间多份收入的帅哥美女们有意可以微我哦！快速加入我们的团队吧！一起努力！一起成长‼！详情加微信15992486118	Thu Feb 20 22:46:55 +0800 2014
[31.1260279959, 121.668112379]	太陽公公快出來好麼幾天沒見到了	Tue Feb 18 16:47:54 +0800 2014
[31.222015, 121.391695]	每天最幸福的时刻，泡在暖暖的浴缸里，看着美剧练听力！别人问我以后有什么计划，我说有一颗美利坚的心[偷笑]晚上看完情妇，结果老孙连续两天没消息，我又开始胡思乱想[生病]不过他那样的土包子应该没人会看上[偷笑]还是觉得这个世界太乱了。。。	Sat Oct 26 10:45:34 +0800 2013
[31.342798, 121.488868]	睡不着的心情很焦虑逛一号店越看越饿默念我爱砣砣爱黑黑爱包包爱小可怜爱秃秃爱它们的粑粑然后闭眼睡觉。	Tue Nov 05 22:25:45 +0800 2013
[31.290218, 121.318702]	第一天上班，一大早当着全公司人的面自我介绍竟然毫无紧张感，顿时觉得自己胆肥了不少……	Mon Jan 20 08:59:08 +0800 2014
[31.189137, 121.326965]	乘坐MU2404从太原回上海，皮夹掉在飞机上。谢谢东航找到并交还给我，你们的服务我打满分！@东航官网	Mon Nov 18 17:32:23 +0800 2013
[31.29957, 121.513244]	一个人对你的好，并不是立刻就能看到的。因为汹涌而至的爱，来得快去的也快。而真正对你好的人，往往是细水长流。你可能会怪他没有付出真心，但在一天天过日子里，却能感觉到他对你无所不在的关心。好的感情，不是一下子就把你感动晕，而是细水长流的把你宠坏。	Mon Dec 23 17:37:25 +0800 2013
[31.245001, 121.426003]	艺术新高地！	Sat Mar 22 15:53:35 +0800 2014
[40.001622666667, 116.567083]	一将功成万骨枯，一书译罢满头秃——朱振武[哈哈][哈哈]	Thu Nov 20 09:22:23 +0800 2014
[39.9935, 116.56266]	有一种幸福叫守候；有一种选择叫放弃；有一种智慧叫低调；有一种明白叫糊涂；有一种快乐叫简单；有一种美丽叫自信；有一种幸福叫珍惜；有一种感动叫分享；有一种温暖叫感恩；有一种成功叫坚持。	Wed Dec 04 17:46:47 +0800 2013
[40.07691, 116.42788]	刚刚看到空间里老妈传的照片好像老爸老妈[泪][泪][泪]老爸老妈挣钱不容易[害羞]以后不能贪玩了[威武][威武][威武][威武][威武][威武][威武][威武]	Mon Mar 16 23:38:55 +0800 2015
[40.044704, 116.507591]	晚安。	Tue Jan 14 20:36:26 +0800 2014
[23.134574, 113.30268]	每次开会都撞岩我休息，早知今日请假仲好。感冒发烧都要翻来开会，真系火都来啊[怒][怒][怒]	Thu Jan 23 17:31:15 +0800 2014
[30.68218, 104.04488]	今晚把大多数东西班走了，好累哟！大概在这住了两年，省文化馆家属院！	Sun Dec 15 21:34:54 +0800 2013
[31.209721, 121.518417]	万圣节到了，看看人类多有才啊[酷]，气球能弄成这么创意。[微风][落叶][做鬼脸]	Sat Oct 26 11:44:24 +0800 2013
[31.136423, 121.41404]	今天拍照是最配合的一次，让坐就坐，让躺就躺，让笑就笑，主要是穿了喜欢的衣服心情好！今天掉绿草堆里了，全绿[嘻嘻]@简日单面包超人童装铺@福瑞家	Tue Nov 05 00:00:45 +0800 2013
[31.201546, 121.613304]	urmeiamugoodnight[月亮]	Sun Dec 15 23:48:40 +0800 2013
[23.115746045455, 113.25310536364]	一眨眼一年都快过去了，生活各方面都发生了很大的变化，但是却发现没有进步。秃废，压抑，迷惘，完全没有方向。	Mon Dec 23 00:25:10 +0800 2013
[31.247704, 121.472686]	韩国恐怖便当，吓人又恶心！	Wed Jan 15 20:36:01 +0800 2014
[23.090902927, 113.25363978]	为了共同的目标前行，les’tgo[酷][做鬼脸]今天就到这里，休息休息！	Wed Feb 26 00:27:27 +0800 2014
[40.01025, 116.468666]	@纽芝兰北京@半身江湖@宝贝小草特别好的冰淇淋[嘻嘻]	Sun Oct 27 18:38:14 +0800 2013
[40.14811172, 116.42668644]	第一次做兼职虽然只有一天但是好开心呀哈哈哈	Wed Oct 16 22:58:54 +0800 2013
[31.04353, 121.74064]	#我的心情记#〔全球首发〕美兰丝蒂竹炭磁石手工皂，淘宝有售	Sat Oct 12 22:41:40 +0800 2013
[39.909584, 116.404197]	跟一个朋友聊起婚姻，她认为只要有钱，女人完全可以很快乐，不要在乎男人如何对待你，如何看待家庭。照这样说，怎么还会有”在宝马车里哭”的说法呢？即使钱能买到幸福和快乐，那也只是暂时的……	Fri Jan 17 22:20:39 +0800 2014
[39.984653, 116.309738]	木瓜猪蹄味道真不错@102度健康火锅	Fri Oct 18 14:34:35 +0800 2013
[23.046455, 113.055938]	第一次这么晚还在舞蹈室的俩傻逼，，，臣妾下次做不到啊。。。@SB班班不素饭桶	Sat Mar 01 22:44:10 +0800 2014
[23.164338, 113.408587]	？•﹏•	Tue Oct 15 21:49:28 +0800 2013
[31.300568, 121.499519]	饿了	Mon Nov 04 00:35:04 +0800 2013
[40.081120778, 116.51640006]	pumaking这一次终于延长了腕带。插进去很舒服。不过里面还是有点空感觉有点肥。管指的剪裁很舒服。由于是钛乳胶类似于石墨乳胶不过比石墨乳胶粘性好了。估计puma这款主打的是控制和耐磨控制手套真心很轻松乳胶很软。乳胶有点涩.对了。还有腕带是扣不紧的哦	Fri Feb 28 21:43:18 +0800 2014
[23.122842, 113.354842]	一生病就特别想家	Tue Nov 26 23:57:35 +0800 2013
[23.024385, 113.049229]	我也不知道我在想什么，我也想知道我是怎么想的。	Sat Feb 22 21:57:43 +0800 2014
[30.62397, 104.0744]	小马叔叔，你的团对不礼貌噢	Tue Feb 25 13:27:56 +0800 2014
[23.145041, 113.24675]	當有一個TA在追求你嘅時候對你講＂只要你唔對我講分手，我系一定唔會離開你嘅！＂你千祈唔好當真，因為講得出依句說話嘅人一定系個無情無義有爺生無乸教唔死西咗去都無用嘅絕世冚家鏟!!!	Sun Oct 13 22:47:14 +0800 2013
[31.313478, 121.459075]	我在小米商城参加活动获得一张刮刮卡，据说拼人品可以刮出小米手机4的F码哟~赞RP告诉你，你也快来试试吧！	Sat Dec 06 19:57:43 +0800 2014
[22.929168, 113.159116]	差点忘记台式电脑怎么用了！[晕][晕][晕][晕][晕]	Thu Dec 05 21:55:03 +0800 2013
[31.171299, 121.401161]	Hi，man[带着微博去旅行]	Wed Dec 18 09:53:57 +0800 2013
[30.652166181818, 104.02714881818]	你最珍贵[泪]	Sat Dec 21 00:56:52 +0800 2013
[31.052799, 121.761902]	什么时候才能摆脱每天吃麦当劳肯德基的生活[泪]	Thu Jan 02 11:49:56 +0800 2014
[40.067989, 116.411263]	春天真美好[微风][鲜花]#益起来种星运树#	Sat Mar 21 11:47:17 +0800 2015
[31.3824185735, 121.490551181]	闲来无事，分享下丝袜经验，突然发觉网袜真的很有趣[害羞]前张为大网格，后为中网格，中网格配靴子很好看，配高跟略显夸张。大网格特上照，但碍于本人害羞，不敢穿出去！	Wed Oct 30 23:26:21 +0800 2013
[31.075819, 121.459091]	今天午饭吃了两口，准备搜部电影看看，结果刚拿起鼠标，饭卡到地上了，郁闷呢，！准备挨饿了，，，，结果，我们经理煮了红枣莲子汤[鼓掌][耶]	Wed Nov 20 15:11:26 +0800 2013
[23.118196, 113.269481]	亲们，求你们不要再晒婚纱照，亲子照了。。	Sat Dec 28 11:53:28 +0800 2013
[30.599778, 103.927839]	哈哈，睡前的水果餐！开心开心啊！[哈哈][哈哈][哈哈]	Wed Dec 11 23:30:43 +0800 2013
[39.745628, 116.659095]	我修我修……这车修不好啊！拉回上海吧！	Tue Dec 31 12:53:11 +0800 2013
[39.99563, 116.38996]	Brazil,Iamcoming.	Tue Oct 15 18:59:15 +0800 2013
[39.97176, 116.39481]	孙子交爷爷奶奶跳舞[嘻嘻]终于放过我了	Sat Jan 04 20:22:37 +0800 2014
[30.76324, 104.04995]	我想说一样的场景一样的灯光，用了艾芙洛的（图一）头发的光泽度衬托出她们的妆容都那么闪耀，（图二）再看看她们周围还没有用艾芙洛的头发顿时连带妆容一起显得黯然失色。（照片取自代理的一个朋友生日派对上）	Sun Jul 13 23:07:11 +0800 2014
[30.639423, 104.136471]	用猪头来形容我都是抬举了！！！	Tue Nov 19 13:20:23 +0800 2013
[30.599413, 104.058777]	分享图片	Sat Nov 09 16:56:53 +0800 2013
[31.236979, 121.323563]	快乐的时光总是短暂的。	Mon Nov 18 23:07:29 +0800 2013
[40.179001, 116.259003]	要过生日了～	Wed Feb 26 17:39:45 +0800 2014
[39.94281, 116.46884]	如果人知道自己会老、会死，他们会用另外一种方式生活。	Mon Nov 25 08:06:06 +0800 2013
[40.022191, 116.314881]	这晚会非常酷啊，发现我国伟大无产阶级革命家的诗我都能背背，感谢教育[哈哈][哈哈][哈哈]	Thu Dec 26 20:41:06 +0800 2013
[23.059369, 113.133814]	好累	Mon Jan 06 13:19:14 +0800 2014
[22.974546, 113.139236]	这是活活的被坑啊。	Wed Nov 13 23:27:23 +0800 2013
[31.044001, 121.521004]	它跟一个球杠上了……	Thu Mar 06 16:58:52 +0800 2014
[23.158503, 113.426687]	以后要早睡早起，晚安囖！[爱你]	Sun Mar 02 23:49:48 +0800 2014
[39.999601431, 116.40807154]	回归本源，满足需要，才能成功。	Mon Jan 06 08:54:47 +0800 2014
[30.639595, 103.998884]	哈哈哈看天天向上里面学霸都有好多强迫症，我有好多强迫症和他们一样。唯一不一样的就是。。我不是学霸[汗][汗]	Fri Feb 21 23:50:52 +0800 2014
[39.939388, 116.393112]	遛后海我说想喝咖啡，他说进去吧我请你，我说奶油太少，他说我再给人点钱让人给你单弄杯奶油。我太感动了，@毅先生爱生活终于长大成人了！真的是变了！可是他那句:我也想吃我前女友屎。。。变得我就特么接受不了了！！	Tue Dec 03 20:46:39 +0800 2013
